group,names,scores,logfoldchanges,pvals,pvals_adj
0,LDHA,15.755248,1.2004168,6.321123326192137e-56,6.321123326192137e-53
0,TERF1,12.814543,1.3218616,1.3593789557792583e-37,6.796894778896291e-35
0,TDGF1,12.705008,1.7502702,5.546412297921824e-37,1.6587278509197681e-34
0,POU5F1,12.690982,1.4852645,6.6349114036790725e-37,1.6587278509197681e-34
0,MGST1,12.034624,0.9124019,2.3369580886970517e-33,4.673916177394103e-31
0,PMAIP1,10.905992,1.397509,1.0790988350911938e-27,1.541569764415991e-25
0,LECT1,10.866742,1.4777755,1.6602362134846917e-27,2.0278134898096536e-25
0,GAPDH,10.508303,0.22174916,7.910415585702058e-26,6.592012988085049e-24
0,CD9,10.404077,1.2793467,2.3754889925366966e-25,1.8272992250282283e-23
0,EPCAM,9.98744,1.1772578,1.729908350716509e-23,1.153272233811006e-21
0,TMSB4X,9.945091,0.5591,2.64931556490768e-23,1.6558222280673001e-21
0,GAL,9.561079,1.3011427,1.1653478708648944e-21,6.133409846657339e-20
0,L1TD1,9.172147,0.9419572,4.6368966825340664e-20,2.1076803102427578e-18
0,CTSC,8.693557,0.8978271,3.512668560150363e-18,1.5272472000653754e-16
0,FOXD3-AS1,8.1629305,1.2384357,3.269939769180191e-16,1.3079759076720762e-14
0,IGFBP2,8.146657,0.69229037,3.741238626919713e-16,1.438937933430659e-14
0,SFRP1,7.7212257,0.8237214,1.152164134364512e-14,4.1148719084446857e-13
0,PDLIM1,7.579764,0.93746805,3.461842143769467e-14,1.1937386702653334e-12
0,ACAT2,7.3638325,0.658823,1.7870391682516967e-13,5.956797227505656e-12
0,GNAS,6.5605116,0.3533217,5.3623464968613363e-11,1.5320989991032388e-09
0,TPM1,6.3185043,0.47883862,2.6410724439136383e-10,7.138033632199023e-09
0,PDPN,6.0653377,1.1199282,1.3167663598217191e-09,3.291915899554298e-08
0,CLDN7,6.0279093,0.9599744,1.6609439774821098e-09,3.954628517814547e-08
0,DDIT4,5.7566485,0.81187505,8.58003744906017e-09,1.9500085111500386e-07
0,S100A10,4.9994354,0.5976794,5.749847185152916e-07,1.1978848302401908e-05
0,BASP1,4.8951697,0.6121972,9.82208947797616e-07,1.9258998976423845e-05
0,CLDN6,4.747896,0.40800428,2.0554344398916546e-06,3.806360073873434e-05
0,APOE,4.6635847,0.2774859,3.107478519782293e-06,5.488807580556303e-05
0,EZR,4.565286,0.65283805,4.988130477029156e-06,8.313550795048594e-05
0,CKB,4.35168,0.45436868,1.3509857725655343e-05,0.00020469481402508096
0,CRABP1,4.2933283,0.57992077,1.760145676503024e-05,0.0002588449524269153
0,CYB5A,4.211729,0.41445503,2.5342339317653293e-05,0.00036728027996598973
0,RASL11B,4.132687,1.0726925,3.585464969242238e-05,0.0005122092813203196
0,IFITM3,4.126759,0.35154855,3.6791146628059663e-05,0.0005181851637754883
0,IDH1,3.952867,0.45962209,7.722035290761904e-05,0.0010435182825353924
0,SPINT2,3.7464283,0.2990645,0.0001793702139142694,0.0023601343936088077
0,APOC1,3.6447976,0.48939767,0.0002676023434137254,0.003387371435616777
0,PLS3,3.544678,0.5771611,0.00039309311943752683,0.004853001474537368
0,ADM,3.3272355,0.5425853,0.0008771225967965621,0.010199099962750723
0,CXCL12,3.2195215,1.2457924,0.0012840474571814639,0.014427499518892854
0,CYP26A1,3.1355588,1.0569446,0.0017152698992767541,0.018849119772272025
0,FGFBP3,3.0072708,0.63745713,0.002636047591109229,0.027175748361950816
0,CLDN10,2.9495394,0.40706074,0.003182480609035535,0.03120079028466211
0,LGALS3,2.7504623,0.70260936,0.005951122468625879,0.056195803131321186
0,PHLDA1,2.5970669,0.60343724,0.009402359280720116,0.08626017688734051
0,LINC01356,2.5685499,0.81809705,0.010212500646438385,0.09284091496762167
0,MT1G,2.5403428,1.0197843,0.01107438603423787,0.09800341623219354
0,PRKCDBP,2.5177538,0.46042934,0.01181058124274711,0.10360158984865885
0,ITM2A,2.4925303,0.8567143,0.012683652597945254,0.11029263128648047
0,FHL2,2.4523895,0.49468628,0.01419110003513113,0.1223370692683718
0,SERPINE2,2.3975637,0.5362641,0.01650450641106614,0.13869333118542976
0,TNFRSF12A,2.199068,0.25847712,0.027873084821285875,0.23035607290318905
0,RGS5,2.114408,0.47566196,0.03448043281429534,0.2780680065668979
0,MIAT,2.0716324,0.9876337,0.038299732227969896,0.3039661287934119
0,OLFML3,2.008089,0.5962314,0.04463383515185953,0.3459421091853289
0,NSG1,2.004912,0.5646229,0.04497247419409276,0.3459421091853289
0,MT1X,1.9530697,0.34789076,0.05081133950314294,0.38493439017532527
0,MT1H,1.8816608,1.2225729,0.059882085794477805,0.4468812372722224
0,GADD45G,1.8291987,1.0697937,0.06736984544707228,0.4917506966939582
0,SEPP1,1.6847537,0.2195036,0.0920361167560283,0.6621303363743042
0,NTS,1.6281457,0.3123461,0.10349399283549442,0.7288309354612283
0,PCOLCE,1.5629362,0.48785734,0.11806760390931745,0.8142593373056376
0,TAC3,1.5418583,0.25187397,0.12310801482814074,0.8374694886268078
0,SLC16A3,1.4897838,0.51901203,0.13628110736177076,0.9146383044414146
0,HERPUD1,1.4858316,0.37167892,0.1373236563393198,0.9154910422621321
0,OLFM1,1.3930737,0.5924386,0.16359749822994296,1.0
0,CHCHD2,1.3059727,0.23923136,0.19156183731368048,1.0
0,LINC00458,1.2674592,0.68359244,0.20499114789453343,1.0
0,NENF,1.2480475,0.26440325,0.21201368426389333,1.0
0,CYTL1,1.182218,0.7961056,0.2371192181363706,1.0
0,RGS2,1.1784984,0.52924645,0.23859798216950978,1.0
0,DDIT3,1.1121265,0.45837244,0.26608377749506595,1.0
0,IGFBP6,1.1103054,0.5428489,0.26686744388254213,1.0
0,MT1E,1.075124,0.5797638,0.28231919860553356,1.0
0,CYR61,1.0643914,0.23455904,0.2871514299336503,1.0
0,TFPI2,1.062764,0.78655005,0.28788896013557297,1.0
0,ENO2,1.0571847,0.3105643,0.29042732867601395,1.0
0,ITLN2,0.9901541,1.07666,0.3220988243113977,1.0
0,NEFL,0.98821676,0.725979,0.3230465028180025,1.0
0,CTGF,0.96543413,0.30572227,0.3343274240730507,1.0
0,HES6,0.93207383,0.28450727,0.3512983859629004,1.0
0,ANKRD37,0.88085157,0.65239125,0.3783981530401682,1.0
0,CTSV,0.8476075,0.07541456,0.39665658508988233,1.0
0,NDUFA4L2,0.8107988,0.8782368,0.4174812129840022,1.0
0,ACTA1,0.7637999,0.6492783,0.4449864848738341,1.0
0,SNCG,0.7591891,0.7689657,0.4477394184019956,1.0
0,FAM159B,0.7258288,0.21190794,0.46794370557021736,1.0
0,BDNF,0.7208306,1.0743508,0.4710137434072067,1.0
0,S100A6,0.7203269,0.09950817,0.47132374228616314,1.0
0,HHIP,0.70688206,0.96624905,0.47963978354397896,1.0
0,CRYM,0.70006275,0.3199257,0.4838881189268387,1.0
0,PLP1,0.6877028,0.14746477,0.49163997323725417,1.0
0,ELAVL4,0.6770476,0.9633964,0.49837573922234113,1.0
0,NEFM,0.67235935,0.24637575,0.501354950424123,1.0
0,STC1,0.6543812,0.15121187,0.5128662355007174,1.0
0,KRT18,0.6274915,0.013772557,0.5303371143342124,1.0
0,DLL3,0.6129617,0.38652143,0.53990163998125,1.0
0,PTTG1,0.60300404,0.061818197,0.5465060183140826,1.0
0,ELF3,0.55798113,0.34780082,0.5768572481017034,1.0
0,CTHRC1,0.53531474,0.48268625,0.5924322278477989,1.0
0,KRT7,0.5319826,0.05801766,0.5947380503191673,1.0
0,COL9A3,0.51687163,0.2976986,0.6052457559548681,1.0
0,BHMT,0.5149731,2.119884,0.6065718173068781,1.0
0,NTF3,0.5103236,0.5602211,0.6098247854012319,1.0
0,CDO1,0.50187695,0.14758365,0.6157540787048923,1.0
0,PLPP3,0.49467018,0.13412862,0.6208329430919566,1.0
0,FOS,0.49226794,0.122055225,0.6225299384702092,1.0
0,LYPD3,0.4821165,1.9323609,0.6297231951987394,1.0
0,COL6A1,0.48025668,0.39149913,0.6310448856408308,1.0
0,COL1A1,0.47076392,0.1567284,0.6378093373080946,1.0
0,CA4,0.45487806,0.6852625,0.6491969730978493,1.0
0,DUSP2,0.44340923,0.76379764,0.6574697562940588,1.0
0,TM4SF18,0.43170795,0.7900748,0.6659536929106731,1.0
0,SPP1,0.42725214,0.121288694,0.6691956779818998,1.0
0,AMBP,0.42233142,0.87569463,0.672783133390166,1.0
0,CALB2,0.40966147,0.6175197,0.6820542983493281,1.0
0,CRYL1,0.3987351,0.94471073,0.6900884041436862,1.0
0,HHEX,0.3982314,0.77265716,0.6904596227405901,1.0
0,CCNA1,0.39784393,1.3127782,0.6907452261861673,1.0
0,SPINK1,0.3967978,2.1629646,0.6915165753107302,1.0
0,PCSK9,0.39094716,1.1180799,0.695836300514447,1.0
0,TNNT2,0.38807994,0.708927,0.6979568713644411,1.0
0,CHGA,0.3608415,0.39746523,0.7182179313348602,1.0
0,C9orf24,0.35390598,2.248463,0.7234093498834289,1.0
0,GDF15,0.3445682,3.4394507,0.7304190252875016,1.0
0,RGS16,0.33740017,0.12389381,0.735815250896197,1.0
0,SNHG18,0.33461046,0.27121696,0.7379189493504967,1.0
0,CALB1,0.32244423,0.13541341,0.7471161880497148,1.0
0,CHGB,0.32058442,1.7897748,0.7485253512802748,1.0
0,ISG15,0.31380385,0.042598978,0.7536700103952885,1.0
0,PPIC,0.31020048,0.14556816,0.7564085019673252,1.0
0,TNMD,0.30671334,1.1455206,0.7590615715396408,1.0
0,SYP,0.30400112,1.6883502,0.7611270344373543,1.0
0,NCCRP1,0.3002815,0.5659525,0.7639624369336775,1.0
0,RLTPR,0.29838297,1.4674405,0.7654108973204052,1.0
0,NODAL,0.29718181,0.42631653,0.7663276944118489,1.0
0,HBA2,0.29609695,0.79154134,0.7671560505689503,1.0
0,APOA1,0.28927764,0.66103774,0.7723689187503968,1.0
0,TINAGL1,0.28610048,0.80661327,0.7748011700409378,1.0
0,MT1M,0.28563553,1.1626861,0.7751572953234048,1.0
0,PLP2,0.26486766,0.497955,0.7911114097447747,1.0
0,COL21A1,0.26215544,1.8527749,0.7932016033766217,1.0
0,TOX,0.25634354,0.52051455,0.7976855775813008,1.0
0,HTR3A,0.2550262,0.57526594,0.7987028795601137,1.0
0,ATP6V1C2,0.25347635,1.177213,0.7999001429333931,1.0
0,PCSK1N,0.23910157,0.29715076,0.8110268223037473,1.0
0,SHISA3,0.23666057,0.6178405,0.812920123008716,1.0
0,FOSB,0.23666057,1.0271788,0.812920123008716,1.0
0,GPNMB,0.23627311,0.983978,0.8132207478169069,1.0
0,TMEM141,0.23514949,0.019376414,0.8140927152470292,1.0
0,TUBB2B,0.23042247,0.052223098,0.8177635035309075,1.0
0,PDGFRA,0.2282527,0.69745713,0.819449799792984,1.0
0,LMCD1,0.22728404,0.293727,0.8202028807790642,1.0
0,RASD1,0.2209297,1.0324289,0.82514717290971,1.0
0,HIST2H2BE,0.22061972,0.9389926,0.8253885371108223,1.0
0,EDNRA,0.22038725,0.92378694,0.8255695710951023,1.0
0,EPO,0.21883741,1.8588035,0.8267767009139003,1.0
0,PRTN3,0.21860494,1.6124399,0.8269578057721163,1.0
0,TWIST2,0.21717134,0.3960262,0.8280748220937297,1.0
0,MMP9,0.21244432,0.25514504,0.8317604093458759,1.0
0,CXCL3,0.21046828,0.3494875,0.8333022077265487,1.0
0,SLC35D3,0.2101583,4.0800805,0.8335441167930058,1.0
0,WNT2B,0.20574127,1.0524104,0.8369930226386437,1.0
0,RAMP1,0.20326152,0.75750536,0.8389306289457047,1.0
0,FRMD5,0.20287406,0.844177,0.8392334684641263,1.0
0,TRAC,0.2024091,1.3922043,0.839596907306069,1.0
0,WFDC1,0.20217663,1.6990346,0.8397786395586357,1.0
0,MYF6,0.19326505,0.5994562,0.8467513936678781,1.0
0,TMEM176A,0.19322631,2.4043596,0.8467817366194835,1.0
0,WIF1,0.19039784,0.24435453,0.8489973828312851,1.0
0,INA,0.188848,0.2638617,0.8502119428066789,1.0
0,PCAT14,0.18822807,0.33002877,0.8506978665040745,1.0
0,ARHGDIB,0.18489592,0.31135988,0.8533106733979893,1.0
0,SST,0.18160251,0.67633516,0.8558946811964903,1.0
0,DNAI1,0.17644928,2.0153635,0.8599409850763884,1.0
0,TTN,0.16870008,1.1351769,0.8660325489863827,1.0
0,SPARCL1,0.1604472,2.0158372,0.8725288184552603,1.0
0,AHSG,0.16013722,1.582505,0.872772980211752,1.0
0,CD44,0.15800619,0.2576012,0.8744519191639291,1.0
0,CHRNA3,0.15289173,0.3983624,0.8784836653989954,1.0
0,CLDN9,0.15250427,1.0081732,0.878789230529432,1.0
0,DCX,0.1520393,0.94719726,0.8791559325161485,1.0
0,FGFBP2,0.1511869,21.80309,0.8798282867648513,1.0
0,PRSS2,0.1511869,22.653719,0.8798282867648513,1.0
0,HPGD,0.14804848,0.23629539,0.8823045160385289,1.0
0,ZNF385D,0.14719605,0.35424104,0.8829772718697776,1.0
0,ATAD3C,0.14374766,1.5547016,0.8856997315737888,1.0
0,MSC,0.14359269,1.3418882,0.8858221212474511,1.0
0,MX1,0.14351518,1.5770758,0.8858833171058721,1.0
0,NR4A1,0.13902065,-0.03971616,0.889433829660518,1.0
0,NPW,0.13716084,0.05567357,0.8909036604181071,1.0
0,ETV3L,0.13646342,0.9572232,0.8914549438975579,1.0
0,FGF4,0.135611,0.2376521,0.8921288060459983,1.0
0,SCN2A,0.1346036,3.366667,0.8929252889812962,1.0
0,APLN,0.13452612,3.276324,0.8929865613832869,1.0
0,LGALS2,0.13444862,2.049741,0.8930478344240274,1.0
0,FOXJ1,0.12716438,0.4145615,0.8988103006119308,1.0
0,SPOCK3,0.12712564,1.460794,0.8988409665728356,1.0
0,INHBA,0.12704813,1.3376709,0.8989022989477466,1.0
0,SLC5A12,0.12673818,1.1261888,0.8991476344821006,1.0
0,EGFL6,0.1264282,0.8908657,0.8993929796545957,1.0
0,RIT2,0.12619573,0.90644056,0.8995769948450442,1.0
0,HIP1R,0.12615699,0.40350494,0.8996076645685824,1.0
0,RP4-665J23.1,0.120887525,0.46619323,0.9037801245863165,1.0
0,DMRT2,0.11802032,2.5666695,0.9060515579204387,1.0
0,LINC00562,0.117787845,2.0934231,0.9062357621307522,1.0
0,MORN5,0.11771035,1.598397,0.9062971646555871,1.0
0,CPM,0.110426106,1.1136442,0.9120714524409027,1.0
0,FTH1,0.108450055,-0.008191449,0.9136386954747692,1.0
0,MITF,0.10135954,1.8320113,0.9192650543336569,1.0
0,LOX,0.10120455,1.633622,0.9193880810494877,1.0
0,CTB-113D17.1,0.10120455,1.495485,0.9193880810494877,1.0
0,FMOD,0.101127066,1.493554,0.9194495951312234,1.0
0,SPAG6,0.10097208,1.370849,0.9195726247405072,1.0
0,HBA1,0.09380407,0.82791185,0.9252647996407926,1.0
0,SMOC2,0.093726575,0.7404634,0.9253263581081842,1.0
0,TMEM100,0.093339115,0.6557502,0.9256341571443811,1.0
0,MIXL1,0.086403586,0.39678714,0.9311455992226819,1.0
0,SPON2,0.08609361,0.51559377,0.9313919997390687,1.0
0,TNFAIP6,0.08593863,0.7214049,0.9315152024645798,1.0
0,HS3ST2,0.084853746,1.5278789,0.9323776673255809,1.0
0,ONECUT1,0.08469876,1.3420246,0.9325008830965295,1.0
0,MOXD1,0.08469876,0.11206942,0.9325008830965295,1.0
0,SYNPO2,0.084621266,1.1345415,0.9325624915887343,1.0
0,TTLL10,0.08454377,1.0674586,0.9326241004849363,1.0
0,PCP4L1,0.08438879,0.8853079,0.9327473194878628,1.0
0,GSTA1,0.08438879,0.80313885,0.9327473194878628,1.0
0,CER1,0.08167657,0.6662142,0.9349039102969888,1.0
0,ACTG2,0.077840716,0.23998842,0.9379547578597158,1.0
0,NPPC,0.07772448,0.083765954,0.9380472222334895,1.0
0,ADAMTSL1,0.07559345,20.719429,0.9397425491949842,1.0
0,IL37,0.07559345,20.77823,0.9397425491949842,1.0
0,TH,0.07559345,20.78965,0.9397425491949842,1.0
0,LINC00950,0.07559345,20.901949,0.9397425491949842,1.0
0,DLL4,0.07559345,20.678476,0.9397425491949842,1.0
0,ASPN,0.07559345,20.846317,0.9397425491949842,1.0
0,CPA5,0.07559345,20.73908,0.9397425491949842,1.0
0,CDC20B,0.07559345,21.039942,0.9397425491949842,1.0
0,CAPN9,0.07559345,21.28809,0.9397425491949842,1.0
0,LINC01102,0.07559345,21.30248,0.9397425491949842,1.0
